Date|1 AUD|1 BGN|1 BRL|1 CAD|1 CHF|1 CNY|1 DKK|1 EUR|1 GBP|1 HKD|1 HRK|100 HUF|1000 IDR|1 ILS|100 INR|100 ISK|100 JPY|100 KRW|1 MXN|1 MYR|1 NOK|1 NZD|100 PHP|1 PLN|1 RON|100 RUB|1 SEK|1 SGD|100 THB|1 TRY|1 USD|1 XDR|1 ZAR
27.09.2018|15.873|13.150|5.433|16.807|22.614|3.194|3.447|25.715|28.897|2.811|3.461|7.944|1.473|6.096|30.260|19.981|19.458|1.976|1.164|5.306|2.706|14.579|40.586|6.011|5.507|33.439|2.492|16.097|67.750|3.652|21.967|30.824|1.557
01.10.2018|16.031|13.173|5.485|17.331|22.581|3.232|3.456|25.765|28.921|2.836|3.466|7.974|1.489|6.099|30.447|19.927|19.480|1.997|1.194|5.362|2.727|14.661|41.074|6.021|5.528|33.844|2.494|16.202|68.839|3.730|22.201|30.975|1.568
02.10.2018|16.034|13.182|5.606|17.431|22.714|3.253|3.459|25.790|28.966|2.852|3.471|7.974|1.485|6.126|30.638|19.884|19.619|1.998|1.190|5.395|2.732|14.719|41.147|6.010|5.526|34.181|2.484|16.258|69.027|3.720|22.343|31.185|1.553
03.10.2018|15.962|13.179|5.760|17.395|22.588|3.251|3.457|25.780|29.011|2.849|3.470|7.985|1.481|6.137|30.444|19.694|19.610|1.994|1.189|5.395|2.729|14.634|41.141|6.001|5.526|34.032|2.484|16.227|68.959|3.681|22.329|31.072|1.553
04.10.2018|15.882|13.181|5.713|17.420|22.595|3.264|3.457|25.780|29.102|2.861|3.472|7.946|1.478|6.158|30.464|19.694|19.636|1.986|1.176|5.405|2.724|14.562|41.257|5.985|5.518|33.635|2.478|16.246|68.672|3.656|22.415|31.230|1.527
05.10.2018|15.821|13.159|5.823|17.320|22.517|3.257|3.451|25.740|29.198|2.856|3.468|7.930|1.474|6.161|30.327|19.634|19.646|1.983|1.177|5.395|2.706|14.475|41.218|5.980|5.511|33.569|2.464|16.199|68.191|3.627|22.372|31.104|1.516
08.10.2018|15.848|13.160|5.969|17.256|22.584|3.238|3.450|25.735|29.241|2.864|3.467|7.919|1.474|6.187|30.279|19.555|19.782|1.973|1.189|5.398|2.707|14.466|41.482|5.974|5.514|33.537|2.463|16.196|68.056|3.658|22.426|31.199|1.509
09.10.2018|15.924|13.193|5.987|17.358|22.674|3.259|3.460|25.805|29.430|2.880|3.478|7.933|1.482|6.200|30.328|19.549|19.933|1.983|1.188|5.427|2.719|14.508|41.597|5.980|5.529|33.792|2.471|16.270|68.210|3.679|22.564|31.390|1.502
10.10.2018|15.925|13.194|6.014|17.310|22.610|3.242|3.459|25.805|29.508|2.863|3.482|7.939|1.476|6.187|30.231|19.315|19.815|1.973|1.176|5.403|2.731|14.504|41.418|5.988|5.533|33.877|2.462|16.226|68.190|3.693|22.440|31.178|1.534
11.10.2018|15.845|13.217|5.978|17.116|22.616|3.233|3.465|25.850|29.546|2.850|3.485|7.955|1.466|6.143|30.143|19.234|19.886|1.957|1.169|5.370|2.719|14.483|41.337|5.988|5.539|33.602|2.483|16.187|68.197|3.723|22.335|31.099|1.530
12.10.2018|15.873|13.178|5.887|17.121|22.471|3.221|3.455|25.775|29.408|2.842|3.478|7.951|1.465|6.137|30.271|19.178|19.827|1.969|1.180|5.360|2.722|14.506|41.185|6.003|5.529|33.782|2.488|16.178|68.038|3.789|22.269|31.098|1.543
15.10.2018|15.897|13.191|5.933|17.103|22.577|3.220|3.458|25.800|29.305|2.842|3.480|7.976|1.465|6.142|30.183|19.168|19.918|1.973|1.183|5.360|2.727|14.558|41.180|6.009|5.529|33.982|2.483|16.178|68.167|3.860|22.277|31.127|1.544
16.10.2018|15.893|13.200|6.004|17.200|22.558|3.225|3.460|25.815|29.471|2.843|3.481|8.016|1.466|6.114|30.332|19.010|19.873|1.983|1.186|5.365|2.740|14.663|41.392|6.018|5.532|34.051|2.502|16.214|68.416|3.849|22.283|31.148|1.564
17.10.2018|15.965|13.214|5.999|17.282|22.571|3.236|3.464|25.845|29.389|2.860|3.485|8.012|1.479|6.143|30.447|18.837|19.973|1.989|1.189|5.401|2.741|14.718|41.566|6.019|5.539|34.163|2.506|16.291|68.874|3.929|22.418|31.324|1.571
18.10.2018|16.042|13.221|6.096|17.230|22.581|3.239|3.466|25.860|29.438|2.867|3.485|8.020|1.479|6.153|30.572|18.904|19.999|1.979|1.186|5.407|2.733|14.758|41.615|6.016|5.540|34.256|2.502|16.302|68.945|4.034|22.476|31.350|1.576
19.10.2018|16.102|13.225|6.105|17.307|22.647|3.255|3.467|25.865|29.387|2.877|3.483|8.003|1.485|6.166|30.748|19.230|20.045|1.996|1.181|5.424|2.737|14.886|41.989|6.013|5.543|34.373|2.503|16.371|69.263|4.016|22.552|31.418|1.572
22.10.2018|15.968|13.213|6.069|17.173|22.558|3.239|3.464|25.840|29.218|2.868|3.477|7.997|1.481|6.148|30.565|19.112|19.935|1.987|1.165|5.404|2.729|14.774|41.785|6.023|5.537|34.440|2.501|16.299|68.606|3.971|22.483|31.258|1.573
23.10.2018|15.892|13.199|6.088|17.156|22.597|3.243|3.460|25.815|29.302|2.869|3.476|7.997|1.481|6.134|30.569|18.940|20.049|1.977|1.160|5.402|2.716|14.738|41.827|6.009|5.531|34.405|2.492|16.315|68.468|3.898|22.490|31.288|1.567
24.10.2018|16.076|13.205|6.121|17.334|22.713|3.267|3.462|25.830|29.278|2.893|3.477|7.991|1.493|6.162|31.007|18.813|20.126|2.001|1.173|5.445|2.722|14.842|42.202|6.000|5.544|34.738|2.493|16.430|68.930|3.975|22.685|31.533|1.581
25.10.2018|16.048|13.205|6.096|17.344|22.645|3.259|3.462|25.830|29.178|2.886|3.476|7.973|1.490|6.141|30.878|18.840|20.137|1.992|1.161|5.427|2.722|14.783|42.153|5.994|5.537|34.499|2.485|16.406|68.759|4.008|22.627|31.382|1.562
26.10.2018|16.022|13.224|6.140|17.340|22.752|3.283|3.466|25.860|29.166|2.908|3.479|7.972|1.498|6.154|31.033|18.862|20.343|1.992|1.166|5.460|2.717|14.750|42.481|5.989|5.549|34.617|2.486|16.468|68.853|4.054|22.797|31.612|1.548
29.10.2018|16.097|13.218|6.269|17.333|22.707|3.265|3.464|25.850|29.115|2.896|3.478|7.969|1.492|6.131|30.939|18.800|20.208|1.993|1.156|5.434|2.717|14.856|42.307|5.986|5.542|34.627|2.487|16.428|68.399|4.097|22.715|31.431|1.569
30.10.2018|16.117|13.225|6.122|17.315|22.720|3.267|3.467|25.870|29.020|2.899|3.481|7.961|1.494|6.137|30.902|18.787|20.168|1.996|1.137|5.440|2.711|14.913|42.509|5.974|5.543|34.635|2.482|16.437|68.300|4.134|22.750|31.520|1.556
31.10.2018|16.230|13.253|6.180|17.444|22.739|3.284|3.474|25.920|29.169|2.919|3.486|7.972|1.506|6.154|30.956|18.824|20.226|2.007|1.132|5.473|2.713|14.964|42.865|5.973|5.557|34.827|2.492|16.513|69.064|4.171|22.902|31.654|1.544
01.11.2018|16.319|13.229|6.151|17.363|22.638|3.274|3.468|25.875|29.345|2.898|3.480|8.012|1.501|6.125|30.920|18.764|20.135|2.013|1.125|5.434|2.719|15.054|42.671|5.981|5.547|34.576|2.508|16.481|68.951|4.094|22.712|31.391|1.559
02.11.2018|16.273|13.183|6.109|17.238|22.571|3.277|3.456|25.780|29.341|2.884|3.465|8.016|1.510|6.115|31.172|18.668|20.002|2.020|1.129|5.425|2.710|15.026|42.478|5.967|5.531|34.241|2.500|16.434|68.678|4.123|22.581|31.301|1.575
05.11.2018|16.354|13.213|6.116|17.359|22.599|3.281|3.465|25.845|29.519|2.902|3.474|8.016|1.518|6.141|31.103|18.742|20.064|2.021|1.131|5.444|2.713|15.127|42.706|5.993|5.545|34.263|2.503|16.512|68.953|4.182|22.730|31.611|1.583
06.11.2018|16.361|13.209|6.033|17.226|22.544|3.270|3.463|25.835|29.588|2.886|3.474|8.022|1.527|6.130|30.984|18.735|19.978|2.017|1.134|5.414|2.707|15.105|42.714|5.996|5.539|34.307|2.497|16.463|68.627|4.219|22.606|31.332|1.591
07.11.2018|16.431|13.232|6.011|17.233|22.612|3.260|3.469|25.880|29.609|2.878|3.482|8.044|1.545|6.136|31.056|18.740|19.904|2.012|1.144|5.409|2.715|15.265|42.729|6.027|5.551|34.155|2.505|16.454|68.712|4.218|22.531|31.277|1.615
08.11.2018|16.520|13.236|6.075|17.287|22.592|3.268|3.470|25.885|29.695|2.894|3.484|8.054|1.558|6.169|31.287|18.717|19.925|2.029|1.141|5.440|2.722|15.372|42.912|6.032|5.554|34.140|2.524|16.523|68.814|4.178|22.653|31.540|1.622
09.11.2018|16.559|13.259|6.098|17.325|22.721|3.290|3.477|25.935|29.791|2.919|3.490|8.072|1.557|6.218|31.525|18.726|20.061|2.028|1.128|5.469|2.718|15.425|43.039|6.048|5.569|33.932|2.526|16.595|69.243|4.165|22.857|31.726|1.602
12.11.2018|16.605|13.263|6.146|17.440|22.815|3.307|3.477|25.940|29.619|2.940|3.493|8.063|1.554|6.263|31.577|18.729|20.235|2.027|1.136|5.499|2.720|15.537|43.258|6.037|5.570|34.055|2.526|16.673|69.553|4.235|23.029|31.887|1.603
13.11.2018|16.597|13.261|6.106|17.421|22.818|3.311|3.477|25.940|29.855|2.942|3.494|8.036|1.555|6.236|31.692|18.608|20.212|2.031|1.127|5.492|2.714|15.547|43.310|6.034|5.565|34.040|2.536|16.670|69.768|4.193|23.032|31.767|1.596
14.11.2018|16.602|13.290|6.061|17.403|22.812|3.310|3.483|25.995|29.861|2.938|3.502|8.055|1.556|6.229|31.825|18.541|20.205|2.033|1.126|5.484|2.708|15.612|43.341|6.058|5.578|34.043|2.531|16.674|69.799|4.211|23.013|31.744|1.604
15.11.2018|16.695|13.290|6.076|17.385|22.866|3.314|3.482|25.985|29.392|2.935|3.499|8.070|1.566|6.222|31.939|18.508|20.279|2.034|1.127|5.484|2.706|15.655|43.610|6.052|5.570|34.541|2.534|16.690|69.713|4.257|22.992|31.740|1.611
16.11.2018|16.638|13.285|6.093|17.381|22.735|3.296|3.482|25.985|29.414|2.924|3.498|8.072|1.567|6.177|31.859|18.534|20.244|2.024|1.127|5.464|2.703|15.609|43.402|6.021|5.570|34.693|2.532|16.645|69.509|4.277|22.903|31.645|1.612
19.11.2018|16.609|13.296|6.064|17.276|22.834|3.278|3.485|26.010|29.200|2.906|3.501|8.087|1.560|6.139|31.762|18.473|20.181|2.020|1.123|5.433|2.696|15.537|43.333|6.008|5.573|34.545|2.530|16.584|69.134|4.282|22.761|31.463|1.624
20.11.2018|16.568|13.310|6.068|17.275|22.982|3.283|3.488|26.030|29.275|2.911|3.504|8.103|1.562|6.130|31.887|18.487|20.289|2.021|1.117|5.441|2.680|15.604|43.477|6.029|5.577|34.713|2.524|16.609|69.117|4.253|22.794|31.608|1.621
21.11.2018|16.535|13.292|6.012|17.171|22.924|3.287|3.484|26.000|29.173|2.909|3.498|8.084|1.560|6.100|31.959|18.414|20.153|2.020|1.125|5.433|2.672|15.579|43.618|6.048|5.575|34.617|2.520|16.600|69.191|4.270|22.788|31.617|1.635
22.11.2018|16.531|13.288|5.992|17.241|22.894|3.288|3.483|25.990|29.332|2.910|3.498|8.084|1.563|6.103|32.240|18.407|20.176|2.018|1.126|5.431|2.668|15.520|43.490|6.044|5.577|34.769|2.522|16.606|69.093|4.306|22.790|31.578|1.655
23.11.2018|16.521|13.271|6.010|17.278|22.937|3.292|3.478|25.955|29.337|2.922|3.492|8.060|1.573|6.120|32.363|18.486|20.268|2.021|1.124|5.452|2.666|15.498|43.635|6.043|5.573|34.728|2.519|16.633|69.144|4.327|22.866|31.683|1.648
26.11.2018|16.546|13.252|5.919|17.268|22.874|3.287|3.474|25.920|29.308|2.915|3.488|8.027|1.576|6.112|32.180|18.383|20.139|2.022|1.117|5.446|2.664|15.509|43.521|6.039|5.564|33.974|2.518|16.610|69.010|4.359|22.808|31.602|1.648
27.11.2018|16.580|13.248|5.893|17.254|22.914|3.292|3.473|25.915|29.200|2.922|3.488|7.997|1.576|6.138|32.323|18.379|20.142|2.026|1.119|5.459|2.663|15.567|43.603|6.041|5.563|34.246|2.521|16.636|69.339|4.368|22.874|31.667|1.658
28.11.2018|16.624|13.256|5.950|17.241|23.002|3.305|3.475|25.930|29.381|2.935|3.496|7.994|1.582|6.154|32.551|18.312|20.183|2.036|1.124|5.471|2.671|15.607|43.684|6.037|5.566|34.157|2.529|16.676|69.588|4.377|22.977|31.734|1.648
29.11.2018|16.723|13.276|5.919|17.176|22.931|3.285|3.479|25.965|29.128|2.915|3.501|8.029|1.585|6.142|32.649|18.247|20.130|2.035|1.128|5.448|2.668|15.667|43.519|6.050|5.580|34.364|2.517|16.641|69.234|4.419|22.802|31.460|1.673
30.11.2018|16.673|13.269|5.921|17.170|22.889|3.290|3.478|25.955|29.141|2.921|3.505|8.020|1.597|6.154|32.818|18.619|20.122|2.037|1.124|5.460|2.665|15.677|43.592|6.050|5.570|34.121|2.515|16.657|69.495|4.417|22.848|31.605|1.661
03.12.2018|16.881|13.253|5.977|17.361|22.895|3.321|3.473|25.920|29.084|2.925|3.501|8.031|1.606|6.151|32.467|18.594|20.140|2.056|1.141|5.491|2.675|15.831|43.617|6.054|5.570|34.363|2.532|16.733|69.770|4.361|22.874|31.640|1.672
04.12.2018|16.762|13.245|5.936|17.232|22.821|3.322|3.470|25.900|29.083|2.908|3.499|8.014|1.589|6.089|32.184|18.553|20.127|2.054|1.116|5.474|2.685|15.787|43.143|6.048|5.568|34.173|2.532|16.657|69.490|4.245|22.702|31.386|1.668
05.12.2018|16.630|13.237|5.927|17.174|22.855|3.326|3.468|25.885|29.125|2.919|3.497|8.002|1.584|6.121|32.337|18.569|20.178|2.048|1.115|5.489|2.683|15.788|43.237|6.044|5.562|34.134|2.544|16.681|69.614|4.283|22.802|31.638|1.656
06.12.2018|16.432|13.231|5.837|16.990|22.899|3.308|3.469|25.890|29.108|2.918|3.503|7.997|1.570|6.108|32.149|18.707|20.211|2.033|1.108|5.474|2.668|15.667|43.114|6.038|5.562|34.085|2.529|16.628|69.393|4.247|22.796|31.575|1.620
07.12.2018|16.395|13.219|5.828|16.977|22.879|3.305|3.463|25.850|29.018|2.909|3.497|7.991|1.571|6.077|32.111|18.530|20.139|2.022|1.117|5.458|2.665|15.615|43.045|6.026|5.561|34.071|2.518|16.589|69.205|4.266|22.736|31.457|1.609
10.12.2018|16.328|13.224|5.809|16.994|22.898|3.276|3.465|25.865|28.660|2.897|3.501|8.004|1.555|6.067|31.285|18.475|20.082|2.009|1.118|5.426|2.670|15.598|42.849|6.026|5.562|34.076|2.504|16.509|68.931|4.276|22.640|31.369|1.583
11.12.2018|16.378|13.212|5.821|16.957|22.977|3.293|3.462|25.845|28.646|2.906|3.495|7.992|1.556|6.054|31.586|18.434|20.074|2.013|1.123|5.427|2.664|15.639|43.069|6.013|5.551|34.224|2.510|16.548|69.252|4.220|22.711|31.465|1.587
12.12.2018|16.441|13.224|5.896|17.054|22.919|3.310|3.465|25.865|28.696|2.916|3.501|7.997|1.562|6.071|31.664|18.475|20.101|2.020|1.136|5.446|2.659|15.606|43.313|6.016|5.554|34.376|2.497|16.604|69.541|4.247|22.796|31.552|1.601
13.12.2018|16.422|13.206|5.862|16.996|22.887|3.302|3.460|25.830|28.751|2.909|3.494|7.994|1.567|6.047|31.724|18.397|20.016|2.020|1.128|5.434|2.652|15.594|43.126|6.017|5.553|34.227|2.507|16.571|69.449|4.236|22.716|31.376|1.602
14.12.2018|16.374|13.189|5.847|17.087|22.921|3.313|3.455|25.795|28.714|2.926|3.491|7.963|1.567|6.055|31.757|18.373|20.131|2.015|1.121|5.461|2.653|15.528|43.011|6.002|5.540|34.288|2.514|16.605|69.667|4.243|22.858|31.638|1.590
17.12.2018|16.329|13.191|5.819|16.986|22.930|3.299|3.455|25.800|28.698|2.911|3.485|7.980|1.561|6.021|31.778|18.534|20.090|2.012|1.131|5.441|2.637|15.480|42.914|6.023|5.542|34.169|2.511|16.553|69.358|4.232|22.749|31.371|1.585
18.12.2018|16.291|13.167|5.807|16.890|22.830|3.284|3.449|25.755|28.709|2.895|3.478|7.971|1.561|6.016|32.092|18.529|20.145|2.005|1.128|5.419|2.606|15.558|42.648|6.011|5.543|33.818|2.506|16.520|69.081|4.239|22.638|31.301|1.579
19.12.2018|16.226|13.171|5.789|16.807|22.738|3.275|3.450|25.760|28.524|2.887|3.472|7.977|1.564|6.017|32.153|18.559|20.110|2.006|1.126|5.406|2.592|15.493|42.559|6.014|5.522|33.439|2.492|16.493|69.059|4.233|22.591|31.307|1.584
20.12.2018|16.051|13.171|5.849|16.706|22.734|3.267|3.450|25.760|28.517|2.874|3.469|8.004|1.555|5.986|32.219|18.817|20.138|2.005|1.131|5.385|2.603|15.260|42.359|6.008|5.531|33.245|2.512|16.431|68.861|4.271|22.497|31.173|1.585
21.12.2018|16.080|13.221|5.866|16.726|22.855|3.281|3.462|25.855|28.656|2.893|3.484|8.031|1.556|6.007|32.304|19.280|20.362|2.016|1.137|5.418|2.600|15.278|42.707|6.034|5.574|33.059|2.517|16.533|69.384|4.270|22.654|31.470|1.569
27.12.2018|16.004|13.224|5.779|16.690|22.929|3.311|3.463|25.860|28.715|2.902|3.491|8.042|1.561|6.011|32.348|19.444|20.503|2.026|1.143|5.454|2.594|15.246|43.112|6.022|5.557|32.783|2.518|16.558|69.840|4.306|22.733|31.553|1.566
28.12.2018|15.900|13.179|5.805|16.525|22.962|3.274|3.452|25.780|28.558|2.873|3.479|8.015|1.546|5.978|32.137|19.354|20.399|2.015|1.143|5.420|2.585|15.112|42.764|5.991|5.529|32.401|2.508|16.482|69.081|4.268|22.506|31.209|1.567
31.12.2018|15.860|13.153|5.790|16.484|22.827|3.268|3.445|25.725|28.762|2.869|3.471|8.015|1.562|5.987|32.198|19.313|20.447|2.013|1.144|5.436|2.586|15.082|42.793|5.980|5.516|32.271|2.508|16.498|69.426|4.247|22.466|31.246|1.562
